coreid,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementDeterminedDate,measurementDeterminedBy,measurementRemarks
789775,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789777,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789778,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789779,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789780,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789781,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789782,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789783,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789784,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789786,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789787,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789788,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789789,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789790,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789791,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789792,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789793,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789794,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789795,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789796,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789797,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789798,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789799,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789800,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789801,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789802,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789803,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789804,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789806,Habitat,,"pasture hay",,,2021-04-28T08:23:21Z,egbot,
789808,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789809,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789810,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789811,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789812,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789813,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789814,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789815,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789816,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789817,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789818,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789819,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789820,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789821,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789822,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789823,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789824,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789825,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789826,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789827,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789828,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789829,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789830,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789831,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789832,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789833,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789834,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789835,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789836,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789837,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789838,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789839,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789840,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789841,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789842,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789843,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789844,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789845,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789846,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789847,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789848,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789849,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789850,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789851,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789853,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789854,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789855,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789856,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789857,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789858,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789859,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789860,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789861,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789862,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789863,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789864,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789865,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789866,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789867,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789868,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789869,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789870,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789871,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789872,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789873,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789874,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789875,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789876,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789877,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789878,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789879,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789880,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789881,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
789882,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790351,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790352,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790353,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790592,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790593,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790594,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790595,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790596,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790597,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790598,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790599,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790600,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790601,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790602,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790605,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790606,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790607,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790608,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790610,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790611,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790612,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790614,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790615,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790617,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790618,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790619,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
790624,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795232,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795235,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795273,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795277,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795281,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795282,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795285,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795286,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795289,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795290,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795292,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795293,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795297,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795298,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795302,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795306,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795310,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795314,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795316,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795318,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795320,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795321,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795322,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795325,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795328,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795329,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795333,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795336,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795337,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795338,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795345,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795348,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795350,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795353,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795354,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795356,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795357,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795358,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795359,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795360,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795364,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795365,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795369,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795373,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795377,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795379,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795380,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795381,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795384,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795385,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795389,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795391,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795392,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795397,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795403,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795411,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795416,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795420,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795421,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795422,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795424,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795426,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795427,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795428,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795430,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795434,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795435,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795437,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795438,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795440,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795443,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795444,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795448,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795451,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795452,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795453,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795458,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795465,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795471,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795475,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795479,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795489,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795491,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795494,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795500,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795507,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795508,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795511,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795512,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795513,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795517,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795519,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795521,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795523,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795527,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795531,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795533,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795539,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795551,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795555,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795557,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795559,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795561,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795563,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795567,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795569,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795579,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795583,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795584,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795587,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795588,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795591,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795592,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795595,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795599,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795600,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795603,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795604,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795607,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795608,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795611,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795612,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795613,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795615,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795617,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795619,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795621,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795623,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795625,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795627,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795629,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795633,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795637,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795641,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795645,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795649,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795652,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795656,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795657,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795664,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795671,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795672,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795675,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795679,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795680,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795683,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795687,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795692,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795699,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795715,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795729,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795733,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795735,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795738,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795739,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795740,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795743,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795744,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795745,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795748,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795749,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795758,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795761,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795764,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795766,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795770,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795771,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795773,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795775,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795778,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795780,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795785,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795790,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795793,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795795,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795798,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795800,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795803,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795805,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795808,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795810,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795813,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795818,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795822,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795823,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795825,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795827,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795828,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795831,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795832,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795835,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795836,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795837,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795841,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795847,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795851,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795853,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795855,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795857,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795860,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795861,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795862,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795863,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795865,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795867,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795870,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795872,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795873,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795877,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795878,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795882,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795883,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795886,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795887,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795888,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795891,Habitat,,"cultivated crops",,,2021-04-28T08:23:21Z,egbot,
795893,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795895,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795896,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795901,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795906,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795911,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
795918,Habitat,,"grassland herbaceous",,,2021-04-28T08:23:21Z,egbot,
795921,Habitat,,"deciduous forest",,,2021-04-28T08:23:21Z,egbot,
